repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study	bundle_id
collaboratory	FI801268	bd36fbe9-8cda-5864-bb53-439dab39233d	BAM	dad54ae152761cf8650bb66432605b9a.ls2728_C6LFLANXX_4_1nf.ua.bam	14014134434	dad54ae152761cf8650bb66432605b9a		DO229540	UTCA-FR		EGAR00001598346
collaboratory	FI801275	9455e6c9-b8d1-5bbe-b1db-adc5a0b5a84c	BAM	b4984a7a3e4f2edc1e4f2869f4c8ec0f.ls3579_C9KH6ANXX_4_7nf.ua.bam	13198192210	b4984a7a3e4f2edc1e4f2869f4c8ec0f		DO229547	UTCA-FR		EGAR00001598642
collaboratory	FI801285	e22929c4-65e4-5930-9215-f69f64a67848	BAM	47a594880a3e3a94ad41515f45109161.ls3325_C9HLTANXX_1_7nf.ua.bam	9280612799	47a594880a3e3a94ad41515f45109161		DO229091	UTCA-FR		EGAR00001526468
collaboratory	FI801284	2453ccd0-98ce-5219-aafd-44f729a89df0	BAM	b1f4e2bf03d73aea210fe16ee699950d.ls3468_C9F6HANXX_4_6nf.ua.bam	9119549203	b1f4e2bf03d73aea210fe16ee699950d		DO229086	UTCA-FR		EGAR00001526449
collaboratory	FI801254	36d0695a-3bc9-5009-b0a8-f9c5f99caab9	BAM	7a52f4ba5557c5341e49b2df1ad72cd5.ls3091_C79P1ANXX_6_18nf.ua.bam	11620333594	7a52f4ba5557c5341e49b2df1ad72cd5		DO229543	UTCA-FR		EGAR00001598450
collaboratory	FI801257	48505f5c-e389-5476-8d97-88c1c63588d8	BAM	40e204950f30e88daac560af8ff2e4e8.ls3601_C9KH9ANXX_2_8nf.ua.bam	15937146619	40e204950f30e88daac560af8ff2e4e8		DO229104	UTCA-FR		EGAR00001526737
collaboratory	FI801255	7fca1488-e1fc-5a89-b678-bec3e2d8a3c1	BAM	20a85d8a0ebff6d8d6f58ccda5fe3acd.ls2763_C6L1YANXX_8_1nf.ua.bam	11048294613	20a85d8a0ebff6d8d6f58ccda5fe3acd		DO229540	UTCA-FR		EGAR00001598352
collaboratory	FI803008	b15ea44d-f188-5b6e-9ca2-73659dee562a	BAM	d014106685ffff0099e15b3bdf19c318.ls3110_C8DTBANXX_5_18nf.ua.bam	8192610757	d014106685ffff0099e15b3bdf19c318		DO229543	UTCA-FR		EGAR00001598454
collaboratory	FI803013	128d6415-b913-59c6-9cd5-c3d7b6ec9ce5	BAM	7f2cf4e73ea899f3b8dc4dc33ddbfb29.ls3529_C9HBKANXX_2_8nf.ua.bam	11166510608	7f2cf4e73ea899f3b8dc4dc33ddbfb29		DO229091	UTCA-FR		EGAR00001526499
collaboratory	FI801656	f1ab4852-0ce4-5590-8838-c3d2cb029400	BAM	64bbcafbc96f7398a6a53fa09b577da0.ls3271_C8VRLANXX_1_6nf.ua.bam	12614328988	64bbcafbc96f7398a6a53fa09b577da0		DO229086	UTCA-FR		EGAR00001526438
collaboratory	FI801663	119d6559-aa33-524f-96cd-a600ff5ea2c3	BAM	20679acca33657700daad18f48c97bc0.ls3556_C9KGPANXX_8_16nf.ua.bam	6482832608	20679acca33657700daad18f48c97bc0		DO229104	UTCA-FR		EGAR00001526718
collaboratory	FI801636	ef435278-a0c6-5f22-913d-9bb7872b6bc9	BAM	0bc98b6dd8d4a6e7859f235e998fd625.ls3360_C9FKRANXX_5_25nf.ua.bam	9510332413	0bc98b6dd8d4a6e7859f235e998fd625		DO229100	UTCA-FR		EGAR00001526593
collaboratory	FI801649	4149f1fc-ddd0-5017-8d4d-57ad6bcf4265	BAM	deaf34ea347b0a978c522a5fb2479252.ls3092_C79P1ANXX_5_15nf.ua.bam	10566088831	deaf34ea347b0a978c522a5fb2479252		DO229543	UTCA-FR		EGAR00001598464
collaboratory	FI801579	8bf5d1f6-52ef-5ffd-b0da-8a2ed41922e1	BAM	7d9d541282d3ddc051727d20d08ce5b2.ls3367_C9HLTANXX_5_8nf.ua.bam	10885701908	7d9d541282d3ddc051727d20d08ce5b2		DO229091	UTCA-FR		EGAR00001526490
collaboratory	FI801588	c85903f1-f823-5dec-b943-b1319d3c3cae	BAM	2ee718ca2d8fad49f377b526f65a304c.ls3293_C9HBKANXX_5_21nf.ua.bam	6430470419	2ee718ca2d8fad49f377b526f65a304c		DO229091	UTCA-FR		EGAR00001526457
collaboratory	FI801584	d6dd18b5-01ac-5edc-a221-2e31943454a2	BAM	a9abc9dadb96cd2d1407ba2576147806.ls3419_C9HLTANXX_6_4nf.ua.bam	11243518261	a9abc9dadb96cd2d1407ba2576147806		DO229545	UTCA-FR		EGAR00001598570
collaboratory	FI801590	13f8e089-3f57-5880-a0ad-ed68376b40c9	BAM	6f08a70ba7a5afc783e5d2c4b7d0115c.ls3603_C9KN6ANXX_2_8nf.ua.bam	15280475371	6f08a70ba7a5afc783e5d2c4b7d0115c		DO229104	UTCA-FR		EGAR00001526738
collaboratory	FI801568	e6b06bce-97fa-50c6-92cb-561a6bc1c17c	BAM	07320a43c637c9fc9544148fd7e602a0.ls3552_C9KGPANXX_6_3nf.ua.bam	15097538269	07320a43c637c9fc9544148fd7e602a0		DO229547	UTCA-FR		EGAR00001598616
collaboratory	FI801507	cd3d33d6-7557-593b-b605-37633911609e	BAM	7f00438196fa45833d4408f749f0323d.ls3405_C8W3DANXX_7_14nf.ua.bam	10994736325	7f00438196fa45833d4408f749f0323d		DO229100	UTCA-FR		EGAR00001526628
collaboratory	FI801502	7720d98f-c463-5a7e-9914-7791f8b4ec29	BAM	60e7b3f94d5ff96082290f91ebe3d120.ls2785_C6LFLANXX_1_1nf.ua.bam	14048051991	60e7b3f94d5ff96082290f91ebe3d120		DO229540	UTCA-FR		EGAR00001598356
collaboratory	FI801519	44b2517c-6bc9-597a-a85d-f2ac15d865b6	BAM	53740ba039697a03e093026e46d7e53c.ls3174_C79P1ANXX_7_18nf.ua.bam	11083895564	53740ba039697a03e093026e46d7e53c		DO229543	UTCA-FR		EGAR00001598463
collaboratory	FI801520	e4a895d3-29db-540e-b021-75c43f3603be	BAM	3e66e1f858020d959b261ca1c0764083.ls2824_C6LE3ANXX_4_5nf.ua.bam	15326008829	3e66e1f858020d959b261ca1c0764083		DO229542	UTCA-FR		EGAR00001598417
collaboratory	FI801458	6ab418a8-86ca-5e19-ba65-d5ed418c0782	BAM	634715566fa9a10c203d91715c8a4bc5.ls3235_C9FKRANXX_4_10nf.ua.bam	11157737099	634715566fa9a10c203d91715c8a4bc5		DO229094	UTCA-FR		EGAR00001526530
collaboratory	FI801425	33765cdd-365c-5fc0-bbed-e9296f25da15	BAM	053b93482b5491ba9e25a84bb8ce28cb.ls3604_C9KH6ANXX_4_10nf.ua.bam	9698036167	053b93482b5491ba9e25a84bb8ce28cb		DO229546	UTCA-FR		EGAR00001598594
collaboratory	FI801435	12ade9fe-16c3-5689-9d74-af48a59be53c	BAM	aac86411dbec0055303b3be0a4785703.ls3223_C8KMHANXX_2_14nf.ua.bam	12094014735	aac86411dbec0055303b3be0a4785703		DO229100	UTCA-FR		EGAR00001526618
collaboratory	FI801450	104d017b-c268-546d-b450-25a3b4a00293	BAM	de9c0f9c9d17f14b10389777c4b20c42.ls3491_C8W45ANXX_3_2nf.ua.bam	4569067204	de9c0f9c9d17f14b10389777c4b20c42		DO229102	UTCA-FR		EGAR00001526714
collaboratory	FI801408	a3595f13-ef1a-5370-9c32-d812bc583f84	BAM	a0486869462ece7c1353cc7652b77574.ls3352_C9FKRANXX_3_9nf.ua.bam	12977176849	a0486869462ece7c1353cc7652b77574		DO229094	UTCA-FR		EGAR00001526518
collaboratory	FI801395	653449b5-84a9-58f3-84b0-98ad130576af	BAM	f1f96f7a7d4e31b06da3ff50ad444818.ls3461_C8VRLANXX_3_6nf.ua.bam	11485110999	f1f96f7a7d4e31b06da3ff50ad444818		DO229086	UTCA-FR		EGAR00001526448
collaboratory	FI801338	945977a4-05ba-5c0b-9341-227d32cdaed5	BAM	71552a88da03782286f78feee874eb66.ls2724_C6H7LANXX_3_18nf.ua.bam	25705116046	71552a88da03782286f78feee874eb66		DO229539	UTCA-FR		EGAR00001598332
collaboratory	FI801359	a4381c48-81e0-55d5-ba6a-49f15c61bb17	BAM	67a5e80bceaa615e449f8e7e73201694.ls3094_C79MMANXX_2_21nf.ua.bam	13575738661	67a5e80bceaa615e449f8e7e73201694		DO229544	UTCA-FR		EGAR00001598498
