repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study	bundle_id
collaboratory	FI815817	3f66c0e1-f8a9-5b04-8180-458b9ce204da	BAM	cb1714f34a642ef1978554c4b131b6bd.J38-T_60x_sort_dup_rea_recal.bam	237311078574	cb1714f34a642ef1978554c4b131b6bd		DO224579	LUSC-KR		EGAR00001658215
collaboratory	FI815463	c2fb65f2-09f1-5550-8ac0-d67f265de47c	BAM	8905278c3e108e26602a989b9178e16a.J13-N_60x_sort_dup_rea_recal.bam	132739223513	8905278c3e108e26602a989b9178e16a		DO224551	LUSC-KR		EGAR00001658198
collaboratory	FI815480	0fa95324-07ba-5e16-b9b3-ae21e5f83e49	BAM	b24d73f8f5d999fb051705b3d33a36ee.J75-T_60x_sort_dup_rea_recal.bam	257770453167	b24d73f8f5d999fb051705b3d33a36ee		DO224615	LUSC-KR		EGAR00001658233
collaboratory	FI815486	6317bd9d-89aa-5607-b3ca-31b2a9feb4a5	BAM	7b517cf2d7798e33fc0eb46da66d269c.J76-T_60x_sort_dup_rea_recal.bam	271971443739	7b517cf2d7798e33fc0eb46da66d269c		DO224619	LUSC-KR		EGAR00001658235
collaboratory	FI815451	25ff83b3-3b91-5158-85ee-11c4f2b27a0c	BAM	55b6a6e1bce15f79d6e95f4c5054fafb.J11-N_60x_sort_dup_rea_recal.bam	128500535963	55b6a6e1bce15f79d6e95f4c5054fafb		DO224548	LUSC-KR		EGAR00001658196
collaboratory	FI815452	181220f3-f213-503a-8802-68146ca30b0d	BAM	511204d411cf932d16bb49469d3cddc4.J32-N_60x_sort_dup_rea_recal.bam	127820295296	511204d411cf932d16bb49469d3cddc4		DO224570	LUSC-KR		EGAR00001658208
collaboratory	FI815458	69b72b9d-36a9-52ed-94a5-33f2860ccf92	BAM	1330fe34127d9b4764c08dbc54067d30.J74-N_30x_sort_dup_rea_recal.bam	148497584209	1330fe34127d9b4764c08dbc54067d30		DO224613	LUSC-KR		EGAR00001658230
collaboratory	FI815456	d00713f7-caf6-5511-8264-5bc3fde47e1f	BAM	590574684e59243bf645e91f2a92c61d.J54-N_30x_sort_dup_rea_recal.bam	133336181415	590574684e59243bf645e91f2a92c61d		DO224589	LUSC-KR		EGAR00001658220
collaboratory	FI815820	c5536369-b472-5fde-8b35-af0d69ec0ef4	BAM	c55f2a75b9897c3e61b01b001cf2c589.J46-T_60x_sort_dup_rea_recal.bam	247211921227	c55f2a75b9897c3e61b01b001cf2c589		DO224581	LUSC-KR		EGAR00001658217
collaboratory	FI815816	51ee2f20-5efd-5286-a5f0-d3f996c80e73	BAM	87afd1896e1818ba8bad8fc186bef01f.J73-T_60x_sort_dup_rea_recal.bam	270414036310	87afd1896e1818ba8bad8fc186bef01f		DO224610	LUSC-KR		EGAR00001658229
collaboratory	FI815462	fcb14269-29cb-5dff-8153-aa9fab03c7d0	BAM	1c8d7ee4865ee6645ed14f08233a65e5.J75-N_30x_sort_dup_rea_recal.bam	143879237929	1c8d7ee4865ee6645ed14f08233a65e5		DO224615	LUSC-KR		EGAR00001658232
collaboratory	FI815460	459cd3fa-ef52-5d62-816b-1be7111d68cd	BAM	ad40d347fcd4bf37d3dd2955d1ee50a2.J30-N_30x_sort_dup_rea_recal.bam	139922537372	ad40d347fcd4bf37d3dd2955d1ee50a2		DO224563	LUSC-KR		EGAR00001658204
collaboratory	FI815491	65864841-c68c-5eb6-9907-635fcbb5a147	BAM	da49b2bff4430499d3c4ac256c0a2f0a.J85-N_30x_sort_dup_rea_recal.bam	141617852133	da49b2bff4430499d3c4ac256c0a2f0a		DO224626	LUSC-KR		EGAR00001658240
collaboratory	FI815493	9aebb9d1-da7b-585b-95cc-6afec8bcaf84	BAM	d0482406164f787f07b2d561c4516242.J10-T_60x_sort_dup_rea_recal.bam	230698970265	d0482406164f787f07b2d561c4516242		DO224546	LUSC-KR		EGAR00001658195
collaboratory	FI815450	91e75c99-b574-5e80-babe-9f520b9de2a3	BAM	1f0fe4d8a42fa25649e10ce47a5c2426.J33-N_60x_sort_dup_rea_recal.bam	127793713541	1f0fe4d8a42fa25649e10ce47a5c2426		DO224572	LUSC-KR		EGAR00001658210
collaboratory	FI815815	18fccb5f-11fe-5768-bfab-dacf154caf33	BAM	16840550e531587d747764e8b9946fb2.J15-N_60x_sort_dup_rea_recal.bam	127740892405	16840550e531587d747764e8b9946fb2		DO224554	LUSC-KR		EGAR00001658200
collaboratory	FI815461	31f8e936-101a-5b8c-8f53-70914f3ca3df	BAM	8a7ac056360e41beb9b021fb52308e39.J80-N_30x_sort_dup_rea_recal.bam	144823150780	8a7ac056360e41beb9b021fb52308e39		DO224621	LUSC-KR		EGAR00001658236
collaboratory	FI815483	5c68e794-09eb-5e30-b273-c4201aa69f15	BAM	03d6046432b5b9d2115aa581bf8d29d5.J30-T_60x_sort_dup_rea_recal.bam	269174950216	03d6046432b5b9d2115aa581bf8d29d5		DO224563	LUSC-KR		EGAR00001658205
collaboratory	FI815473	8788d302-b845-5739-8e94-1671da656a11	BAM	938444249709f9801bc4acb214ad50bc.J36-T_60x_sort_dup_rea_recal.bam	236544883452	938444249709f9801bc4acb214ad50bc		DO224576	LUSC-KR		EGAR00001658213
collaboratory	FI815447	cf5a4d82-8d2a-58c4-845a-2d6be3f2f51f	BAM	5a7520f3d0311787dc81d1914d24c5e7.J9-N_60x_sort_dup_rea_recal.bam	121420324662	5a7520f3d0311787dc81d1914d24c5e7		DO224544	LUSC-KR		EGAR00001658192
collaboratory	FI815445	b004df2f-44c0-54e7-a2ae-148eb2df7897	BAM	99bf8f7b5638ac23f44a4ffc0943e405.J1-T_60x_sort_dup_rea_recal.bam	252044571582	99bf8f7b5638ac23f44a4ffc0943e405		DO224539	LUSC-KR		EGAR00001658189
collaboratory	FI815465	070dedbf-7e95-53f9-9385-be8993c34464	BAM	c4a0a846f298804fdaf1326083ff683a.J46-N_60x_sort_dup_rea_recal.bam	132723692333	c4a0a846f298804fdaf1326083ff683a		DO224581	LUSC-KR		EGAR00001658216
collaboratory	FI815469	2fe7ac50-3bb8-5666-89a6-d492af020060	BAM	83ead9b942ed96b863e5ad340c501037.J52-N_30x_sort_dup_rea_recal.bam	128736843226	83ead9b942ed96b863e5ad340c501037		DO224584	LUSC-KR		EGAR00001658218
collaboratory	FI815489	c6d4e1cd-8373-5499-a2a5-f9056789d5d6	BAM	989d5f343f97353def5c5bfaad09f67a.J80-T_60x_sort_dup_rea_recal.bam	278966921887	989d5f343f97353def5c5bfaad09f67a		DO224621	LUSC-KR		EGAR00001658237
collaboratory	FI815494	4fd7fa7d-4b66-5b4c-86bb-2f15e7adeec4	BAM	b0dbf553f8387fda1d134c55b6a76f5c.J88-T_60x_sort_dup_rea_recal.bam	269115055023	b0dbf553f8387fda1d134c55b6a76f5c		DO224632	LUSC-KR		EGAR00001658245
