repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study
collaboratory	FI815779	dd0a01e9-1f89-5e71-81d4-a1e5bef3da08	BAM	3a5ef2d77743ceb504fdfde74141faab.CHC892N.sorted.bam	72519059347	3a5ef2d77743ceb504fdfde74141faab		DO50970	LICA-FR	
collaboratory	FI815756	2a3a9025-7dff-5b16-8eb7-8bea2be3988d	BAM	2514ff47a31ee57e4a6c8353f29d6609.CHC2111N.bam	63395589817	2514ff47a31ee57e4a6c8353f29d6609		DO50933	LICA-FR	
collaboratory	FI815754	a63411a1-42c4-5585-a976-8388aa6a8b38	BAM	34cb28024fafd6fc448d1e1ea5f8afd8.B009YWA_final_HiSeq.bam	201270573715	34cb28024fafd6fc448d1e1ea5f8afd8		DO44792	LICA-FR	
collaboratory	FI815747	410a03bd-4841-59ff-abfd-8f960f85d63a	BAM	e199f978f2dc04942d9a9d8f8a05555e.B009YWE_final_HiSeq.bam	214309382832	e199f978f2dc04942d9a9d8f8a05555e		DO44802	LICA-FR	
collaboratory	FI815770	354f77a1-77c8-5c98-a34b-6f76a425570b	BAM	ad87aa4dbedcbfa18219980826e48522.CHC2539N.bam	88105816719	ad87aa4dbedcbfa18219980826e48522		DO228883	LICA-FR	
collaboratory	FI815722	aafa9f0d-f9a6-5ae2-ab96-79e5fed4d858	BAM	b892bca022daf2953db288ba41c310c1.B009YWA_final_GA.bam	101905333773	b892bca022daf2953db288ba41c310c1		DO44792	LICA-FR	
collaboratory	FI815728	8f0cc537-7b4e-5b53-a7b3-09061b81e3ef	BAM	95fdb09595c5a5a1c693470dca257f16.CHC2048T.bam	125064457486	95fdb09595c5a5a1c693470dca257f16		DO50927	LICA-FR	
collaboratory	FI815802	808ee206-1f76-517f-a68f-aaf7a74d22a2	BAM	7e9cf76fae33ad04b6ef50a3fb2357e2.B009YWJ_final_HiSeq.bam	466607042580	7e9cf76fae33ad04b6ef50a3fb2357e2		DO222355	LICA-FR	
collaboratory	FI815808	903f50c1-7efe-5915-a22a-71e800184672	BAM	66e2d1919850a758d5af278e71bc4882.CHC2112T.bam	368246046690	66e2d1919850a758d5af278e71bc4882		DO50934	LICA-FR	
collaboratory	FI815806	39b31847-b3ca-5f7f-a0c7-6229ab0115d2	BAM	a44ab22dd1d55fe42b25b95f22fe9f67.CHC1602T.bam	388863268305	a44ab22dd1d55fe42b25b95f22fe9f67		DO50879	LICA-FR	
collaboratory	FI815738	5bbf6810-bec2-5f7c-bf41-55b6eaa1c9b7	BAM	2719f290ccbf71f36f0bc42a3026fec8.CHC1717N.sorted.bam	75519289372	2719f290ccbf71f36f0bc42a3026fec8		DO50894	LICA-FR	
collaboratory	FI815761	8fd98d66-8e17-51b0-bee2-744b176f3709	BAM	d3363c305fa164f995788b3745b87fb8.CHC2113N.bam	88226990859	d3363c305fa164f995788b3745b87fb8		DO50935	LICA-FR	
collaboratory	FI815774	a1e4920c-c803-5694-9bde-b3de4812a850	BAM	e8651049604543c7dec6f318e5fad680.CHC912T.bam	126798717764	e8651049604543c7dec6f318e5fad680		DO50974	LICA-FR	
collaboratory	FI815771	78845387-6642-5fdb-b5da-35e0649b5464	BAM	1c60708945832fee869aa37ee2bfbae6.CHC2697N.bam	78370057669	1c60708945832fee869aa37ee2bfbae6		DO228894	LICA-FR	
collaboratory	FI815721	0f76f81c-601d-55b8-a2c4-ef62f95f44cd	BAM	5106465e2794552e5a2bb56f67348ed4.B009YWT_final_GA.bam	79309462063	5106465e2794552e5a2bb56f67348ed4		DO222358	LICA-FR	
collaboratory	FI815719	666665a6-1f90-5d29-a523-8333f9f7b297	BAM	c51c163b1461498e1f2eaf6241bbd069.B009YW1_final_GA.bam	88922321917	c51c163b1461498e1f2eaf6241bbd069		DO44634	LICA-FR	
collaboratory	FI815730	06724d00-14aa-5aac-8011-cf317b194289	BAM	d6fe0e9dcaa05d3f50723e6f6be5f79b.CHC2111T.bam	105101004006	d6fe0e9dcaa05d3f50723e6f6be5f79b		DO50933	LICA-FR	
collaboratory	FI815734	30c6fd1b-5fc6-5766-95c0-6726ed0ddb7d	BAM	3039d9999008da0ab8e77bed2e5deaa7.CHC2113T.bam	115823704213	3039d9999008da0ab8e77bed2e5deaa7		DO50935	LICA-FR	
collaboratory	FI815729	0d2cbca0-d5e5-5049-a39f-40f2307b80e8	BAM	a59b2e3551fb12145113bee64d086e92.CHC2132T.bam	110160556751	a59b2e3551fb12145113bee64d086e92		DO228901	LICA-FR	
collaboratory	FI815557	5bd9b879-8935-569f-9b78-5eae91a0fd74	BAM	23537e6416d4d6e78b4a02337c034408.B009YWJ_final_GA.bam	34525402835	23537e6416d4d6e78b4a02337c034408		DO222355	LICA-FR	
collaboratory	FI815742	11af1907-1891-51ce-a0d4-758f2c0a3e54	BAM	a77f45acbb4e217757571b9784924a52.CHC2103T.bam	129924147790	a77f45acbb4e217757571b9784924a52		DO50931	LICA-FR	
collaboratory	FI815737	16c61645-f371-534d-b4aa-9981ae631209	BAM	2e149876c0aa04293e7015214c4007a2.CHC2448T.bam	110056283334	2e149876c0aa04293e7015214c4007a2		DO228906	LICA-FR	
collaboratory	FI815759	e2f15819-205b-5ebc-bcfb-c0bd3e42b67f	BAM	d23b27aedc0231025caa3cdace113d12.CHC2115N.bam	72926683610	d23b27aedc0231025caa3cdace113d12		DO50936	LICA-FR	
collaboratory	FI815858	e5e91cdf-5b9f-5ae4-bfd9-1829a0ae0d66	BAM	c5cc2b7fc5855856215e03e7fa11279b.B009YWS_final_HiSeq.bam	323367428747	c5cc2b7fc5855856215e03e7fa11279b		DO222357	LICA-FR	
collaboratory	FI815795	1cc21ea4-f4d6-5f6f-941b-0f0430145ec9	BAM	dc4e321a7e45c170928ec5879b3f612e.CHC2112N.bam	272028853810	dc4e321a7e45c170928ec5879b3f612e		DO50934	LICA-FR	
collaboratory	FI815798	22612d59-848a-5b5b-9577-b3517d1e4297	BAM	34c5c1719518af5c31db385e408a27e8.B009YWK_final_HiSeq.bam	428169980157	34c5c1719518af5c31db385e408a27e8		DO222355	LICA-FR	
collaboratory	FI815760	7c9da186-f5e5-5562-b3a5-c257fafb9f36	BAM	0c996ebac23b8fd53e7d8e3847a8d90c.CHC2132N.bam	68954995825	0c996ebac23b8fd53e7d8e3847a8d90c		DO228901	LICA-FR	
collaboratory	FI815758	fb4618de-47cf-5854-a954-01cb6f62676b	BAM	809ed33acc45790d002434fc2629fdf9.B009YWR_final_HiSeq.bam	273322478280	809ed33acc45790d002434fc2629fdf9		DO222357	LICA-FR	
collaboratory	FI815718	ec63cd3b-e15e-59d0-b466-6fdd18e23d11	BAM	509db116dc49187f3de60e56410c0c85.B009YWB_final_GA.bam	96939575313	509db116dc49187f3de60e56410c0c85		DO44798	LICA-FR	
collaboratory	FI815717	3b10844c-eeef-5a6a-aaac-a3082fb20b96	BAM	2d1ca348244c69558deff35d2352992f.B009YWD_final_GA.bam	105517231667	2d1ca348244c69558deff35d2352992f		DO44802	LICA-FR	
collaboratory	FI815796	100ebdfd-48ac-55e0-b65b-bdabc48483c6	BAM	d5798edd75d85a3dc55f0880bc8aa3e9.CHC2208N.bam	237351795953	d5798edd75d85a3dc55f0880bc8aa3e9		DO50946	LICA-FR	
collaboratory	FI815794	6872d238-7568-5c1a-98de-7aa8cd1b365e	BAM	004e17e132230d5c66bb50ba9d606eea.CHC2557N.bam	239040532912	004e17e132230d5c66bb50ba9d606eea		DO231795	LICA-FR	
collaboratory	FI815793	44e05b11-c2b6-5f01-80c7-2830c18fba01	BAM	31ffa245d79a2a80f501d6b0b89e2e1c.CHC1594N-B00IQ6E_final.bam	152929140809	31ffa245d79a2a80f501d6b0b89e2e1c		DO50869	LICA-FR	
collaboratory	FI815778	70c9c734-bae4-5c58-b653-97507dd31b51	BAM	02f388484d0c64acb6b5807dafcd1358.CHC909N.bam	62624604160	02f388484d0c64acb6b5807dafcd1358		DO44864	LICA-FR	
collaboratory	FI815723	f30f5d15-a3b4-58d3-9314-8d1b0a026c24	BAM	ffc5e8a9b35e37b324c6d90bc40a8173.B009YW8_final_GA.bam	125185729126	ffc5e8a9b35e37b324c6d90bc40a8173		DO222354	LICA-FR	
collaboratory	FI815731	db49389b-394d-5de5-b823-e7c9d6ebb54a	BAM	9b7a6236a54ebb9309eed0c83c8da01b.B009YW8_final_HiSeq.bam	209804692161	9b7a6236a54ebb9309eed0c83c8da01b		DO222354	LICA-FR	
collaboratory	FI815805	a315aec9-75ff-5e42-a7d9-359ec9a107a5	BAM	54dcfc93206953cf61d90617c32d1fd5.CHC2557T.bam	375092890264	54dcfc93206953cf61d90617c32d1fd5		DO231795	LICA-FR	
collaboratory	FI815792	ada4bae2-d7e8-5c46-bf89-fd3ee73c730c	BAM	ccd55cd482fbc4ceb8967165edc5c35f.CHC1602N.bam	201964887668	ccd55cd482fbc4ceb8967165edc5c35f		DO50879	LICA-FR	
collaboratory	FI815797	eda485f5-dbed-502f-b272-c20d5c0ad03d	BAM	01dabd4235406645650015c4df177307.CHC961N-B00IZKA_final.bam	156613438297	01dabd4235406645650015c4df177307		DO44868	LICA-FR	
collaboratory	FI815764	0e91322e-3780-5cbd-a118-a912dbc4ad74	BAM	c34c12d9080a1db79b777095f4cd548f.CHC2199N.bam	62278711556	c34c12d9080a1db79b777095f4cd548f		DO228887	LICA-FR	
collaboratory	FI815772	5f16e1b9-92ea-55c9-b66b-8b840d96faa2	BAM	840837ecedcfa9833f2810c5c8018fd8.CHC2538N.bam	91030040338	840837ecedcfa9833f2810c5c8018fd8		DO228898	LICA-FR	
collaboratory	FI815562	ffd8420e-fe39-5142-80b0-fb53ef8f4e28	BAM	917280eeb5a1b50a3144138a06eba6be.B009YWC_final_GA.bam	58436480153	917280eeb5a1b50a3144138a06eba6be		DO44798	LICA-FR	
collaboratory	FI815857	980f0a5f-29f4-5ec2-9095-691dd81ef2ac	BAM	5943d693cd991f2194b8d10f4fd2f50c.B009YWU_final_HiSeq.bam	407466311027	5943d693cd991f2194b8d10f4fd2f50c		DO222358	LICA-FR	
collaboratory	FI815800	ea1ee831-9887-5959-a03a-a2a36b1b96e7	BAM	e1e65c84e0952121a87a361b808ee920.B009YWB_final_HiSeq.bam	413660595002	e1e65c84e0952121a87a361b808ee920		DO44798	LICA-FR	
collaboratory	FI815789	6b64a7fc-07e2-59d8-9251-b4ee992a98e3	BAM	89343ac26323661aea5422acd71a394e.CHC2141N-B00IQ65_final.bam	152675805121	89343ac26323661aea5422acd71a394e		DO50940	LICA-FR	
collaboratory	FI815755	911b9b28-14f2-5913-a5bb-b1ee7776e0cd	BAM	678bad13ded63f06fae3c19528fbb568.CHC2539T.bam	135309847977	678bad13ded63f06fae3c19528fbb568		DO228883	LICA-FR	
collaboratory	FI815780	7a0988ed-65d2-568b-a41b-f1567ceda3b1	BAM	a8b4fdbb9f4f2ffd20548aabc8fc6663.CHC912N.bam	75406574143	a8b4fdbb9f4f2ffd20548aabc8fc6663		DO50974	LICA-FR	
collaboratory	FI815743	a6a2e496-5df7-554c-8dfa-0cb6d30e1122	BAM	91f61779f348fa1ae94f9ded14ad0164.CHC2115T.bam	126812444216	91f61779f348fa1ae94f9ded14ad0164		DO50936	LICA-FR	
collaboratory	FI815739	5fca51de-7373-567e-87f8-e802fb5422b4	BAM	6c91ee0cf680d95c6d7ab295a94f87c2.CHC361TA.bam	106797781041	6c91ee0cf680d95c6d7ab295a94f87c2		DO22804	LICA-FR	
collaboratory	FI815748	9c8b3216-cba9-58d3-897d-43aa7ac9727e	BAM	4f733fa0fe0ff745adfdb6d71360930c.CHC465T.bam	104632264969	4f733fa0fe0ff745adfdb6d71360930c		DO22810	LICA-FR	
collaboratory	FI815769	09e69833-7720-5e30-ba07-cc8ef84259a4	BAM	0d759fcf667ec32055bc81a5b1f5929a.CHC892T.sorted.bam	122350904061	0d759fcf667ec32055bc81a5b1f5929a		DO50970	LICA-FR	
collaboratory	FI815864	dcaa07c1-dddf-5488-bc36-c3bc929eebb2	BAM	23661d150c4acb659e0c4f6757aab587.CHC2208T.bam	400574755758	23661d150c4acb659e0c4f6757aab587		DO50946	LICA-FR	
collaboratory	FI815783	87d23c69-7861-579c-b5b2-ef8c14a12647	BAM	1bb54ef17f54e4ffa7fa974913cdbfb7.B009YWC_final_HiSeq.bam	351023169959	1bb54ef17f54e4ffa7fa974913cdbfb7		DO44798	LICA-FR	
collaboratory	FI815791	b32cbdb9-4b5d-5753-81a5-578a73430771	BAM	9f36390eae375a8d3bc62711f0a1c6d0.CHC2207N-B00IQ67_final.bam	162050182965	9f36390eae375a8d3bc62711f0a1c6d0		DO231806	LICA-FR	
collaboratory	FI815741	5da936ad-7123-527c-a0c2-e668723801ec	BAM	a99503075c1540dcbd1773672013a619.CHC2200T.bam	164418604274	a99503075c1540dcbd1773672013a619		DO228887	LICA-FR	
collaboratory	FI815751	25c3208a-1926-558a-8fa1-9a12757007ec	BAM	c0cc082c75cc9fd10c2715141d57dfbd.CHC2691T.bam	126394085071	c0cc082c75cc9fd10c2715141d57dfbd		DO228893	LICA-FR	
collaboratory	FI815753	65789fa3-dc35-53f7-85b2-ab136d6f78a2	BAM	8bfb8fdef6e22d9196680a0be6d07421.B009YW2_final_HiSeq.bam	202734424367	8bfb8fdef6e22d9196680a0be6d07421		DO44634	LICA-FR	
collaboratory	FI815749	57de6e8d-e469-5117-bd9d-c5407230c1ad	BAM	95cfa1ed041aeb80ad18bc145ac301eb.CHC2449T.bam	121357593193	95cfa1ed041aeb80ad18bc145ac301eb		DO228907	LICA-FR	
collaboratory	FI815762	0bb2e047-2fc2-5109-9d86-c8832fe02a35	BAM	70f36b3513f14395329e1233b1b1a5d3.CHC218N.bam	74254755289	70f36b3513f14395329e1233b1b1a5d3		DO44754	LICA-FR	
collaboratory	FI815724	d4d34fc4-15f7-54cd-ab3d-2d5d9447e3cc	BAM	697327edb39c0053c66d2bb580e18b2b.B009YWR_final_GA.bam	135119776958	697327edb39c0053c66d2bb580e18b2b		DO222357	LICA-FR	
collaboratory	FI815926	0eba4939-cae1-53a0-a0ee-15040b7964ab	BAM	73445de77a23c8855cee9d8b28da5440.CHC129T-B00IQ6F_final.bam	457041562961	73445de77a23c8855cee9d8b28da5440		DO44714	LICA-FR	
collaboratory	FI815782	63fef668-4098-534c-a869-f12e8172b50d	BAM	0fe9097b9793946725388fb6fc3d88ea.B009YWS_final_GA.bam	126488625072	0fe9097b9793946725388fb6fc3d88ea		DO222357	LICA-FR	
collaboratory	FI815766	29d2d926-9a5d-5c54-909d-769a26479147	BAM	5ef30950f87c35ac54b2e2545fdd9455.CHC2103N.bam	109601687195	5ef30950f87c35ac54b2e2545fdd9455		DO50931	LICA-FR	
collaboratory	FI815714	8e8012e9-b794-5803-a7de-9c1b97e774c7	BAM	88d6d7b4f0b6508a151f4734f9f5901f.B009YW9_final_GA.bam	99058909684	88d6d7b4f0b6508a151f4734f9f5901f		DO44792	LICA-FR	
collaboratory	FI815561	50afef55-4434-5822-890c-b32742eec66a	BAM	151c49c410478ae88a4c2fbbb6368c60.B009YWE_final_GA.bam	50873685712	151c49c410478ae88a4c2fbbb6368c60		DO44802	LICA-FR	
collaboratory	FI815925	8a012c88-6c97-5462-a3ca-3fa1d162d268	BAM	4d90bc621da8b8d716566777623fe658.CHC313T.bam	357227372178	4d90bc621da8b8d716566777623fe658		DO44800	LICA-FR	
collaboratory	FI818985	167d4e06-67e5-58e8-badd-8fca99111d48	BAM	f279bcedb01779ffd6ec28db5a7ea329.CHC961T-B00IQ5S_final.bam	507093997262	f279bcedb01779ffd6ec28db5a7ea329		DO44868	LICA-FR	
collaboratory	FI815781	0b07c6c0-0f1d-5e12-9e90-453998bb1db6	BAM	db59b2c6b1918e7c7cdde0da8139a17c.CHC361N.bam	76505351502	db59b2c6b1918e7c7cdde0da8139a17c		DO22804	LICA-FR	
collaboratory	FI815744	4b7d56b4-853f-53b7-b7c5-09d8880dbe34	BAM	da713147e7b32ded1bf3710f772220b3.B009YWT_final_HiSeq.bam	227515038989	da713147e7b32ded1bf3710f772220b3		DO222358	LICA-FR	
collaboratory	FI815765	5538669e-d77e-52c6-bc56-b66f947b64ef	BAM	38c26b52ecd8081d779918c4e0cc0e53.CHC2048N.bam	107359554470	38c26b52ecd8081d779918c4e0cc0e53		DO50927	LICA-FR	
collaboratory	FI815777	f500b34f-f654-5938-8ad6-d68ab92d57b5	BAM	b6c4f9aa7b21c74463e285ac9b0479be.CHC909T.bam	117256839174	b6c4f9aa7b21c74463e285ac9b0479be		DO44864	LICA-FR	
collaboratory	FI815776	961bfcdc-9ae3-5e95-8cfe-be1ac242ec07	BAM	1385752ec7341703b8f3dd3372010674.CHC2707N.bam	59784548608	1385752ec7341703b8f3dd3372010674		DO228904	LICA-FR	
